"user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","quote_count","reply_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords","status_url","name","location","description","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","account_lang","profile_banner_url","profile_background_url","profile_image_url"
"x201204167","x1237395380351819781",2020-03-10 15:10:23,"astro_trader","Let's chuck all EU red tape on our #Brexit bonfire
1: Salmon packaging must have warning ""may contain fish""!
2: #EU ban on marketing claiming “regular consumption of significant amounts of water can reduce the risk of development of dehydration.""!
etc etc.
https://t.co/QZq4nXJfoX","Twitter Web App",280,,,,FALSE,FALSE,0,0,,,"Brexit EU",,"telegraph.co.uk/politics/2020/…","https://t.co/QZq4nXJfoX","https://www.telegraph.co.uk/politics/2020/03/10/seize-day-chucking-these15-bits-eu-red-tape-brexit-bonfire/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/astro_trader/status/1237395380351819781","#Brexit #AustraliaDeal #WTO #Leave #EU","England, United Kingdom","#Brexit = NO #EU = NO Deal, NO EU fees, NO Freedom of Movement, NO Single Market, NO Customs Union, NO EU laws & our stolen fishing waters & passports returned.",,FALSE,11120,6375,8,71582,86840,2010-10-11 10:00:29,FALSE,,,,"https://pbs.twimg.com/profile_banners/201204167/1482946792","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/815281899539152898/PAU9ul-Q_normal.jpg"
"x568624483","x1237395366296731651",2020-03-10 15:10:19,"Revolution_IRL","#TonightVMTV @LeoVaradkar &amp; @MichealMartinTD need to realise #brexit #cronavirusireland  is no excuse to undermine the Democratic will of the Irish people @MaryLouMcDonald was &amp; is the nations choice @rtenews #cblive #rtept #twip #TonightVMTV","Twitter for Android",144,,,,FALSE,TRUE,0,2,,,"TonightVMTV brexit cronavirusireland",,,,,,,,,,,,,"x246019599 x229466877 x114007914","irishpoint LeoVaradkar MichealMartinTD","en",,,,,,,,,,,,,,,,"x1237393731361243139","#TonightVMTV @LeoVaradkar &amp; @MichealMartinTD need to realise #brexit #cronavirusireland  is no excuse to undermine the Democratic will of the Irish people @MaryLouMcDonald was &amp; is the nations choice @rtenews #cblive #rtept #twip #TonightVMTV",2020-03-10 15:03:49,"Twitter for Android",0,2,"x246019599","irishpoint","j.k @irishpoint",874,811,17567,"Dublin","If there is no living in life, life is not worth living",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Revolution_IRL/status/1237395366296731651","Revolution 57%🐊","Dublin City, Ireland","Exposing corrupt Irish media which lies for criminal politicians. 

Boycott the #RTEbias TV License Tax.",,FALSE,13062,1663,174,71238,20146,2012-05-01 23:23:57,FALSE,,,,"https://pbs.twimg.com/profile_banners/568624483/1413119248","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/1226811413777338368/2jey-i0i_normal.jpg"
"x3695872097","x1237395335409876992",2020-03-10 15:10:12,"SusieMu45","Quick reminder that we have actual documentary evidence that the atrocious @Nigel_Farage once marched through a Sussex village late at night, belting out Hitler Youth songs. ⬇️ 😐 Helps explain #Brexit... 😖✊🇪🇺 #resist #StopFascism #ToriesOut #FarageOut https://t.co/dXNUv9wa4d","Twitter for Android",140,,,,FALSE,TRUE,0,154,,,,,,,,,,,,,,,,"x76401350 x19017675","paddydocherty Nigel_Farage","en",,,,,,,,,,,,,,,,"x1237352062259810304","Quick reminder that we have actual documentary evidence that the atrocious @Nigel_Farage once marched through a Sussex village late at night, belting out Hitler Youth songs. ⬇️ 😐 Helps explain #Brexit... 😖✊🇪🇺 #resist #StopFascism #ToriesOut #FarageOut https://t.co/dXNUv9wa4d",2020-03-10 12:18:15,"Twitter for iPhone",202,154,"x76401350","paddydocherty","Paddy Docherty",4628,674,65416,"London","Historian of empire & anticolonial resistance Represented by Charles Walker at United Agents: cwalker@unitedagents.co.uk • Alba gu Bràth 🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿🇮🇪",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/SusieMu45/status/1237395335409876992","Sue- #CrackOn - we're watching👀","Christchurch, England","Hopeful optimist. community Remains , Revoke , Resist #FBPE  🇮🇪🇬🇧🇪🇺🌏",,FALSE,2988,4494,1,27942,84388,2015-09-18 11:11:07,FALSE,,,,"https://pbs.twimg.com/profile_banners/3695872097/1506762078","http://abs.twimg.com/images/themes/theme16/bg.gif","http://pbs.twimg.com/profile_images/1232413856334598147/QwMX0Nso_normal.jpg"
"x873135988440223745","x1237395333908434944",2020-03-10 15:10:11,"ukraine_world","🇬🇧 After the withdrawal of the #UK from the #EU, Kyiv seeks to reinvent its relations with London. Read our article to find out what problems and opportunities #Brexit created for #Ukraine: 👉 https://t.co/XA9jfjTAO4 https://t.co/Tf7YDuvnBG","Hootsuite Inc.",215,,,,FALSE,FALSE,0,0,,,"UK EU Brexit Ukraine",,"bit.ly/3aydTOO","https://t.co/XA9jfjTAO4","http://bit.ly/3aydTOO","http://pbs.twimg.com/media/ESwcf54U0AAoPyJ.jpg","https://t.co/Tf7YDuvnBG","https://twitter.com/ukraine_world/status/1237395333908434944/photo/1","photo","http://pbs.twimg.com/media/ESwcf54U0AAoPyJ.jpg","https://t.co/Tf7YDuvnBG","https://twitter.com/ukraine_world/status/1237395333908434944/photo/1",,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ukraine_world/status/1237395333908434944","UkraineWorld","Ukraine","Explainers and stories about #Ukraine; networking of journalists and experts working on Ukrainian issues.","https://t.co/4xbPjvzL2m",FALSE,2207,607,47,2818,733,2017-06-09 11:13:36,FALSE,"https://t.co/4xbPjvzL2m","http://ukraineworld.org",,"https://pbs.twimg.com/profile_banners/873135988440223745/1516890570","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/877501976824688641/kd-U18jm_normal.jpg"
"x1047165621446877186","x1237395281697800192",2020-03-10 15:09:59,"JozefR8","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X","Twitter Web App",140,,,,FALSE,TRUE,0,19,,,"brexit",,,,,,,,,,,,,"x306756011","nickdearden75","en",,,,,,,,,,,,,,,,"x1237322215005315072","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X",2020-03-10 10:19:39,"Twitter for iPhone",17,19,"x306756011","nickdearden75","Nick Dearden",8837,5300,18639,"London ","A man who stands for nothing will fall for anything.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JozefR8/status/1237395281697800192","JozefR 🇵🇱 🇪🇺 🏴󠁧󠁢󠁳󠁣󠁴󠁿","","",,FALSE,71,197,3,20247,7605,2018-10-02 16:45:14,FALSE,,,,"https://pbs.twimg.com/profile_banners/1047165621446877186/1552061723",,"http://pbs.twimg.com/profile_images/1203796636398489601/3c_r9fnO_normal.jpg"
"x1047165621446877186","x1237392389116841990",2020-03-10 14:58:29,"JozefR8","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7","Twitter Web App",140,,,,FALSE,TRUE,0,212,,,,,,,,,,,,,,,,"x23563830 x1092005779 x14104027","pmdfoster PauleverittADS grantshapps","en",,,,,,,,,,,,,,,,"x1237329313244098560","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7",2020-03-10 10:47:51,"Twitter for iPhone",321,212,"x23563830","pmdfoster","Peter Foster",61824,3345,27866,"London, England","Europe Editor of the Daily Telegraph. Soon to join Financial Times. Formerly Washington DC, Beijing and New Delhi. Opinions my own.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JozefR8/status/1237392389116841990","JozefR 🇵🇱 🇪🇺 🏴󠁧󠁢󠁳󠁣󠁴󠁿","","",,FALSE,71,197,3,20247,7605,2018-10-02 16:45:14,FALSE,,,,"https://pbs.twimg.com/profile_banners/1047165621446877186/1552061723",,"http://pbs.twimg.com/profile_images/1203796636398489601/3c_r9fnO_normal.jpg"
"x1053946014531547136","x1237395133944848384",2020-03-10 15:09:24,"KernowQ","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X","Twitter for Android",140,,,,FALSE,TRUE,0,19,,,"brexit",,,,,,,,,,,,,"x306756011","nickdearden75","en",,,,,,,,,,,,,,,,"x1237322215005315072","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X",2020-03-10 10:19:39,"Twitter for iPhone",17,19,"x306756011","nickdearden75","Nick Dearden",8837,5300,18639,"London ","A man who stands for nothing will fall for anything.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/KernowQ/status/1237395133944848384","Sir Kernow Questor","Cornwall","Very Old, Very Cornish & Very Angry with Idiot Brexit",,FALSE,2084,2889,3,19414,35464,2018-10-21 09:48:06,FALSE,,,,"https://pbs.twimg.com/profile_banners/1053946014531547136/1540643784",,"http://pbs.twimg.com/profile_images/1058001891630702594/QfxmSdM-_normal.jpg"
"x869838487171862530","x1237395131566706688",2020-03-10 15:09:23,"appliedsoft","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X","Twitter for Android",140,,,,FALSE,TRUE,0,19,,,"brexit",,,,,,,,,,,,,"x306756011","nickdearden75","en",,,,,,,,,,,,,,,,"x1237322215005315072","‘The country is heading towards a cliff edge #brexit, where we are in serious danger of being forced to sign a toxic trade deal with Trump on the worst terms possible.’ Who’d have thought we had so few trade experts? 🙄 Me in @HuffPost today. https://t.co/jHBzw5Ea3X",2020-03-10 10:19:39,"Twitter for iPhone",17,19,"x306756011","nickdearden75","Nick Dearden",8837,5300,18639,"London ","A man who stands for nothing will fall for anything.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/appliedsoft/status/1237395131566706688","Joao 😷","Florida, USA","Solve for global by going local.",,FALSE,471,1455,3,178501,350273,2017-05-31 08:50:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/869838487171862530/1508959691",,"http://pbs.twimg.com/profile_images/923269982120808448/bkIGZX6z_normal.jpg"
"x890832777108742144","x1237395085500661762",2020-03-10 15:09:12,"ralf_gedecke","https://t.co/s5YS2wDjLv

UNSINN! @euronewsde

#Brexit 

Was wird in Wirklichkeit passieren?

Richtig.

Sie werden 30.000 Verdienen.
Sonst müssten sie ja selber putzen, oder sich um die Kinder kümmern.

Mal realistisch bleiben!

Krankenschwester das gleiche!","Twitter for Android",257,,,,FALSE,FALSE,0,0,,,"Brexit",,"de.euronews.com/2020/03/10/gro…","https://t.co/s5YS2wDjLv","https://de.euronews.com/2020/03/10/gro-britannien-gastarbeiter-vor-unsicherer-zukunft",,,,,,,,,"x266664975","euronewsde","de",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/ralf_gedecke/status/1237395085500661762","Ralf Gedecke","bei den Schwächeren","Terraner 🌏❤️

Wer in der Herde mitläuft, folgt nur Ärschen. 🧐

Wer die Welt verändern möchte, beginne bei sich selbst.","https://t.co/eURZxCSCvp",FALSE,91,630,0,10747,3848,2017-07-28 07:14:19,FALSE,"https://t.co/eURZxCSCvp","http://www.gidf.de/",,,,"http://pbs.twimg.com/profile_images/939457114380095488/VZ2_Vw_V_normal.jpg"
"x3373725525","x1237395045356933123",2020-03-10 15:09:03,"Landlord_UK","Student showing symptoms of Coronavirus asked to leave her accommodation by landlord https://t.co/bJpGf4gY0h #BREXIT #Britain #COVID2019uk  #COVD19 The HSE","Twitter for Android",155,,,,FALSE,FALSE,0,0,,,"BREXIT Britain COVID2019uk COVD19",,"thebla.co.uk/coronavirus-st…","https://t.co/bJpGf4gY0h","https://thebla.co.uk/coronavirus-student-told-to-leave-accommodation/",,,,,,,,,,,"en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/Landlord_UK/status/1237395045356933123","British Landlords Association (The BLA)","United Kingdom","British Landlords Association -The BLA a FREE association. Fastest-growing national landlords association in the UK. Join today! Email info@thebla.co.uk #thebla","https://t.co/8LVhigRWKP",FALSE,13618,2493,51,4436,11934,2015-07-13 10:44:04,FALSE,"https://t.co/8LVhigRWKP","https://thebla.co.uk",,"https://pbs.twimg.com/profile_banners/3373725525/1548443323","http://abs.twimg.com/images/themes/theme11/bg.gif","http://pbs.twimg.com/profile_images/1050468726032732161/oNhUI0pC_normal.jpg"
"x1139646318983426049","x1237395021181014018",2020-03-10 15:08:57,"RachelG21879460","📢📢POLL ALERT!! 📢📢

This one needs our TLC - Should we delay #Brexit?? Duh!! Yeah...💃

PLEASE VOTE AND RT

https://t.co/aNcGEOC6dm","Twitter for iPhone",140,,,,FALSE,TRUE,0,13,,,"Brexit",,,,,,,,,,,,,"x820685387219734530","LoubinWally","en",,,,,,,,,,,,,,,,"x1237378162864119808","📢📢POLL ALERT!! 📢📢

This one needs our TLC - Should we delay #Brexit?? Duh!! Yeah...💃

PLEASE VOTE AND RT

https://t.co/aNcGEOC6dm",2020-03-10 14:01:58,"Twitter Web App",8,13,"x820685387219734530","LoubinWally","Simply Bananas #FBPE",7852,3662,39949,"Leeds, England","Just a simple European trying to keep my rights and doing my bit to reveal some dirty truths behind this very #BendyBrexit #StopBrexit  ❤️🇪🇺",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/RachelG21879460/status/1237395021181014018","keeping Rachel harmony🤛🏽🤝👍🇪🇺🇬🇧🇦🇬","","raising teenage man cubs to be good citizens of the world who should be able to travel freely #Pro EU. No to small mindedness and racists",,FALSE,927,1346,0,20516,45779,2019-06-14 21:30:30,FALSE,,,,"https://pbs.twimg.com/profile_banners/1139646318983426049/1577966849",,"http://pbs.twimg.com/profile_images/1212104900395581441/vvkjzVAZ_normal.jpg"
"x1601270665","x1237395019016724482",2020-03-10 15:08:56,"EEMUAnews","This afternoon #EEMUA attending the @UKAS Policy Advisory Council meeting, being held @TheIET in London. Agenda items include discussion of non accredited #Certification, &amp; latest updates on post #Brexit status.","Twitter Web App",215,,,,FALSE,FALSE,0,0,,,"EEMUA Certification Brexit",,,,,,,,,,,,,"x2154496459 x938851","UKAS TheIET","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/EEMUAnews/status/1237395019016724482","EEMUAnews","International","EEMUA helps users to improve the safety, environmental and operating performance of industrial facilities in the most cost-effective way.","http://t.co/AcKKeDGrx3",FALSE,313,188,20,1680,56,2013-07-17 15:47:16,FALSE,"http://t.co/AcKKeDGrx3","http://www.eemua.org",,"https://pbs.twimg.com/profile_banners/1601270665/1555363795","http://abs.twimg.com/images/themes/theme6/bg.gif","http://pbs.twimg.com/profile_images/468685339406524416/d-R0BZGg_normal.png"
"x1224488362616160256","x1237395006211510272",2020-03-10 15:08:53,"JohnKLDN","Brits in France and Spain feel abandoned by the British Government and let down by French and Spanish authorities, according to a report. Find out why in a blog by Dr Michaela Benson @Michaelacbenson #Brexit https://t.co/TnjJoaUVWn https://t.co/NOHOQ0UZ6I","Twitter for Android",140,,,,FALSE,TRUE,0,22,,,,,,,,,,,,,,,,"x1128071294","NewEuropeans","en",,,,,,,,,,,,,,,,"x1237326031754801152","Brits in France and Spain feel abandoned by the British Government and let down by French and Spanish authorities, according to a report. Find out why in a blog by Dr Michaela Benson @Michaelacbenson #Brexit https://t.co/TnjJoaUVWn https://t.co/NOHOQ0UZ6I",2020-03-10 10:34:49,"Twitter Web App",18,22,"x1128071294","NewEuropeans","New Europeans #FBPE",52288,9644,30515,"Brussels, Europe","Civil rights organisation and winners of the 2019 Schwarzkopf Europe Award. We defend our rights as EU citizens and work for a Europe of the citizens.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JohnKLDN/status/1237395006211510272","John K","Lancaster ","Ice sculpter & carpenter. Does not like Brexit. GTTO.🌹🇪🇺🇬🇧🇪🇸",,FALSE,1020,2404,0,6933,8583,2020-02-04 00:22:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/1224488362616160256/1580776618",,"http://pbs.twimg.com/profile_images/1224491997030907904/ijyV4Dwh_normal.jpg"
"x1224488362616160256","x1237394131728470017",2020-03-10 15:05:25,"JohnKLDN","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7","Twitter for Android",140,,,,FALSE,TRUE,0,212,,,,,,,,,,,,,,,,"x23563830 x1092005779 x14104027","pmdfoster PauleverittADS grantshapps","en",,,,,,,,,,,,,,,,"x1237329313244098560","🚨✈️✈️✈️💥💥💥🚨
EXCORIATING OpEd from ⁦@PauleverittADS⁩ on ⁦⁦@grantshapps⁩ decision not to seek assoc membership of EU air safety body EASA after #brexit - says govt is ideological and not listening. 🔥🔥🔥1/thread 

 https://t.co/S1Z8Ui5ar7",2020-03-10 10:47:51,"Twitter for iPhone",321,212,"x23563830","pmdfoster","Peter Foster",61824,3345,27866,"London, England","Europe Editor of the Daily Telegraph. Soon to join Financial Times. Formerly Washington DC, Beijing and New Delhi. Opinions my own.",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JohnKLDN/status/1237394131728470017","John K","Lancaster ","Ice sculpter & carpenter. Does not like Brexit. GTTO.🌹🇪🇺🇬🇧🇪🇸",,FALSE,1020,2404,0,6933,8583,2020-02-04 00:22:54,FALSE,,,,"https://pbs.twimg.com/profile_banners/1224488362616160256/1580776618",,"http://pbs.twimg.com/profile_images/1224491997030907904/ijyV4Dwh_normal.jpg"
"x1001077218272038912","x1237394953531088899",2020-03-10 15:08:41,"AustinPoynton","#Polexit #Frexit #Grexit #Spexit #Swexit #Finexit #nexit #irexit #italexit #brexit #EndTheEU #Bexit #Daxit #Dexit #Italyexit #luxit #Spaxit #eusucks #globalism #ngo #seawatch #eurpeanunion #stopinvasione 
#endeu #stopislam https://t.co/QX7jiGY8tX","Twitter for iPhone",140,,,,FALSE,TRUE,0,12,,,"Polexit Frexit Grexit Spexit Swexit Finexit nexit irexit italexit brexit EndTheEU Bexit Daxit Dexit",,,,,,,,,,,,,"x36858096","MariaMMcGowan","und",,,,,,,,,,,,,,,,"x1237380802582843393","#Polexit #Frexit #Grexit #Spexit #Swexit #Finexit #nexit #irexit #italexit #brexit #EndTheEU #Bexit #Daxit #Dexit #Italyexit #luxit #Spaxit #eusucks #globalism #ngo #seawatch #eurpeanunion #stopinvasione 
#endeu #stopislam https://t.co/QX7jiGY8tX",2020-03-10 14:12:27,"Twitter for iPhone",3,12,"x36858096","MariaMMcGowan","Maria McGowan",1457,2554,17909,"United States","just the facts please! violence is never the answer. it’s ok to protect your culture. Globalism sucks. 🇮🇹🇮🇪🇺🇸☮️Q✝️ #freethinker #ilovesalvini",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/AustinPoynton/status/1237394953531088899","austin poynton 🌐","Ireland","Dark to light 2020 the year of justice WWG1/WGA . Q",,FALSE,657,1061,0,12688,10809,2018-05-28 12:26:22,FALSE,,,,,,"http://pbs.twimg.com/profile_images/1050104137940197377/5wnSQy23_normal.jpg"
"x2182263091","x1237394905510449158",2020-03-10 15:08:29,"ashwoodlaw","#Immigration and #Asylum #Law advice is available tomorrow in #Longsight, #Manchester.

Amunah will be at Longsight library from 09:30 - 13:00 @GMLibraries 

The venue is a drop-in and usually gets quite busy. So, please attend early to be seen.

#refugee #visa #spouse #Brexit","Twitter for iPhone",277,,,,FALSE,FALSE,0,0,,,"Immigration Asylum Law Longsight Manchester refugee visa spouse Brexit",,,,,,,,,,,,,"x908661662399500293","GMLibraries","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://api.twitter.com/1.1/geo/id/315b740b108481f6.json","Manchester","Manchester, England","city","United Kingdom","GB","NA NA","NA NA","-2.319934 -2.147026 -2.147026 -2.319934 53.343623 53.343623 53.5702824 53.5702824","https://twitter.com/ashwoodlaw/status/1237394905510449158","Ashwood Solicitors Limited","Manchester","We specialise in immigration, housing, civil litigation and personal injury. We can offer legal aid. We have also now opened a new office in Blackburn.","https://t.co/cvpyp3Ee2E",FALSE,314,970,6,1038,507,2013-11-08 13:59:58,FALSE,"https://t.co/cvpyp3Ee2E","http://www.ashwoodsolicitors.co.uk",,"https://pbs.twimg.com/profile_banners/2182263091/1518020076","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/961272514310803457/Myhmm_Le_normal.jpg"
"x18581578","x1237394774002257920",2020-03-10 15:07:58,"davidgreenlees","It is a “poor use of time” for a U.K. Government Minister to try to interfere with &amp; bully an independent statutory body. Given the disaster that is #Brexit Gove should be giving all his attention to mitigating its effect on businesses &amp; England’s failing public services. https://t.co/TrIcIeC9xU","Twitter for Android",144,,,,FALSE,TRUE,0,418,,,,,,,,,,,,,,,,"x207471475","Feorlean","en",,,,,,,,,,,,,,,,"x1237054998862757888","It is a “poor use of time” for a U.K. Government Minister to try to interfere with &amp; bully an independent statutory body. Given the disaster that is #Brexit Gove should be giving all his attention to mitigating its effect on businesses &amp; England’s failing public services. https://t.co/TrIcIeC9xU",2020-03-09 16:37:49,"Tweetbot for iΟS",725,418,"x207471475","Feorlean","Michael Russell",36147,1185,35229,"Scotland","MSP for Argyll & Bute
Cabinet Secretary for the Constitution, Europe & External Affairs",TRUE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/davidgreenlees/status/1237394774002257920","David Greenlees","Crieff, Scotland","The world-famous brain surgeon, atheist and lap-dancer; now retired and dividing his year between Scotland and the Maldives.","http://t.co/DYtYkibjx2",FALSE,450,2035,17,6892,7604,2009-01-03 16:28:12,FALSE,"http://t.co/DYtYkibjx2","http://www.greenlees.org.uk",,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/531797393063170048/uPhJfLwt_normal.png"
"x25113881","x1237394763231277068",2020-03-10 15:07:55,"JulieCuninghame","Tories suddenly realise they need 135 experts to conduct trade negotiations.
Seriously? 🙄 Total bell-ends. 
#Brexit #Tories  https://t.co/OEpC4IBizg","Twitter for Android",140,,,,FALSE,TRUE,0,40,,,"Brexit",,,,,,,,,,,,,"x3770574616","ElRaynerista","en",,,,,,,,,,,,,,,,"x1237367473667747841","Tories suddenly realise they need 135 experts to conduct trade negotiations.
Seriously? 🙄 Total bell-ends. 
#Brexit #Tories  https://t.co/OEpC4IBizg",2020-03-10 13:19:29,"Twitter for Android",38,40,"x3770574616","ElRaynerista","El Christo",7840,7698,62254,"","I'm the gif that keeps on giffing.",FALSE,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JulieCuninghame/status/1237394763231277068","Julie Cuninghame🕷","Wickham Market","There are no answers, only more questions.

Getting angrier by the day #MustbeaMarxist #GTTO",,FALSE,3110,4782,8,153249,23625,2009-03-18 17:36:30,FALSE,,,,,"http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/227938108/jules_normal.bmp"
"x15015725","x1237394732172496897",2020-03-10 15:07:48,"JohnSeaton","“Will #Brexit increase the cost of electricity? “
⁦@lsebrexitvote⁩ 

“Should the UK leave the internal energy market, decades of progress towards controlling the cost and supply of power will be lost.” https://t.co/a0qxHVxuH2","Twitter for iPhone",225,,,,FALSE,FALSE,0,0,,,"Brexit",,"blogs.lse.ac.uk/brexit/2020/03…","https://t.co/a0qxHVxuH2","https://blogs.lse.ac.uk/brexit/2020/03/10/hard-elecxit-will-brexit-increase-the-cost-of-electricity/",,,,,,,,,"x3257067453","lsebrexitvote","en",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"NA NA","NA NA","NA NA NA NA NA NA NA NA","https://twitter.com/JohnSeaton/status/1237394732172496897","John★Seaton 🇬🇧🇪🇺#FBPE #GTTO","United Kingdom","Armchair Revolutionary. Retweets not necessarily endorsements. One of the 48%.",,FALSE,230,447,25,24114,5423,2008-06-05 08:36:23,FALSE,,,,"https://pbs.twimg.com/profile_banners/15015725/1569689207","http://abs.twimg.com/images/themes/theme1/bg.png","http://pbs.twimg.com/profile_images/3170933291/ec569d5088e248c19da2c228ab4b725c_normal.jpeg"
